title,home,codes,keywords,classification,subjects
"ISEL Academic Journal of Electronics, Telecommunications and Computers",http://journals.isel.pt/index.php/i-ETC,ietc,"electronics, telecommunications, computers, informatics, optoelectronics",TK5101-6720|TK7800-8360|QA75.5-76.95,Technology: Electrical engineering. Electronics. Nuclear engineering: Telecommunication | Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics | Science: Mathematics: Instruments and machines: Electronic computers. Computer science
Islamic Guidance and Counseling Journal,http://journal.iaimnumetrolampung.ac.id/index.php/igcj,igcj,"islamic counseling, guidance and counseling, educational counseling, school counseling, adult and elder counseling, occupational counseling",LC8-6691,Education: Special aspects of education
IHiS (Indonesian Historical Studies),http://ejournal2.undip.ac.id/index.php/ihis,ihis,"historical studies, indonesian history, social economic history, political history",DS1-937,History (General) and history of Europe: History of Asia
International Health Trends and Perspectives,https://journals.library.ryerson.ca/index.php/ihtp,ihtp,"health, wellness, global health",R5-920,Medicine: Medicine (General)
Information Impact,https://www.ajol.info/index.php/iijikm,iijikm,"information science, library science, knowledge management, information management, information services, information",ZA3040-5185,Bibliography. Library science. Information resources: Information resources (General)
International Indigenous Policy Journal,https://ojs.lib.uwo.ca/index.php/iipj,iipj,"indigenous people, indigenous health, indigenous education, social welfare",J|H,Political science | Social Sciences
ILIRIA International Review,http://iliriapublications.org/index.php/iir,iir,"kosovo, south east europe, social sciences, humanities, scientific research",D|J,History (General) and history of Europe | Political science
International Islamic University Malaysia Engineering Journal,http://journals.iium.edu.my/ejournal/index.php/iiumej,iiumej,"biotechnology engineering, aerospace engineering, applied science, communications engineering, civil engineering",TA1-2040,Technology: Engineering (General). Civil engineering (General)
International Journal of Analysis and Applications,http://www.etamaths.com/index.php/ijaa,ijaa,"clifford analysis, fourier analysis, mathematical biology, probability, stochastic analysis",QA273-280|QA299.6-433,Science: Mathematics: Probabilities. Mathematical statistics | Science: Mathematics: Analysis
International Journal of Aquatic Biology,http://ij-aquaticbiology.com/index.php/ijab,ijab,"fisheries biology, zoogeography, biology, marine ecology, aquaculture, aquatic",QH301-705.5,Science: Biology (General)
International Journal of Armenian Genocide Studies,http://agmipublications.am/index.php/ijags,ijags,"armenian genocide, memory studies, genocide studies, atrocity crimes, modern history, armenian question",JZ2-6530|D1-2009,Political science: International relations | History (General) and history of Europe: History (General)
International Journal of the Analytic Hierarchy Process,http://www.ijahp.org/index.php/IJAHP,ijahp,"multicriteria decision-making, decision making, ahp, anp, analytic hierarchy process, analytic network process",BF309-499,Philosophy. Psychology. Religion: Psychology: Consciousness. Cognition
IJAIN (International Journal of Advances in Intelligent Informatics),http://ijain.org/index.php/IJAIN,ijain,"intelligent informatics, artificial intelligence, computer vision, machine learning, deep learning",QA75.5-76.95,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
International Journal of Active Learning,http://journal.unnes.ac.id/nju/index.php/ijal,ijal,higher education,L|L7-991,Education: Education (General)
Indonesian Journal of Advocacy and Legal Services,https://journal.unnes.ac.id/sju/index.php/ijals,ijals,"advocacy, legal services, legal studies, law, social justice, crime",K,Law
International Journal of Agriculture System,http://pasca.unhas.ac.id/ojs/index.php/ijas,ijas,"agriculture, fishery, forestry, animal science",S|S1-972,Agriculture: Agriculture (General)
International Journal of Advances in Signal and Image Sciences,https://xlescience.org/index.php/IJASIS,ijasis,"image and signal processing, artificial intelligence, biomedical applications, computer science applications, pattern recognition, engineering",TP248.13-248.65|R858-859.7,Technology: Chemical technology: Biotechnology | Medicine: Medicine (General): Computer applications to medicine. Medical informatics
International Journal of Applied Sciences and Smart Technologies,https://e-journal.usd.ac.id/index.php/IJASST,ijasst,"engineering, science, technology, mathematics, physics, chemistry",Q|TA1-2040,Science | Technology: Engineering (General). Civil engineering (General)
International Journal of Applied Sciences in Tourism and Events,http://ojs.pnb.ac.id/index.php/IJASTE,ijaste,"tourism, events",G1-922,Geography. Anthropology. Recreation: Geography (General)
DIJB (Diponegoro International Journal of Business),https://ejournal2.undip.ac.id/index.php/ijb,ijb,"management, finance, marketing, human resource management, operations management",HF5001-6182,Social Sciences: Commerce: Business
International Journal of Business Administration and Management Research,http://researchplusjournals.com/index.php/IJBAMR,ijbamr,"management, business administration, marketing management, financial management, e-commerce, economics",HD28-70|HF5001-6182,Social Sciences: Industries. Land use. Labor: Management. Industrial management | Social Sciences: Commerce: Business
Indian Journal of Biochemistry and Biophysics,http://op.niscpr.res.in/index.php/IJBB,ijbb,"protein folding, immunochemistry, drug targeting, biochemistry, biophysics, genetic engineering",QD415-436,Science: Chemistry: Organic chemistry: Biochemistry
Indonesian Journal of Business and Entrepreneurship,http://journal.ipb.ac.id/index.php/ijbe,ijbe,"business, entrepreneurship",HF5001-6182,Social Sciences: Commerce: Business
International Journal of Biology Education Towards Sustainable Development,https://journal.gmpionline.com/index.php/ijbetsd,ijbetsd,biology education,QH301-705.5|L7-991,Science: Biology (General) | Education: Education (General)
International Journal of Banking and Finance,http://e-journal.uum.edu.my/index.php/ijbf,ijbf,"behavioural economics, corporate finance, financial institutions and markets, financial services, international finance, financial economics",HG1-9999,Social Sciences: Finance
International Journal of Business Reflections,http://journals.pu.edu.pk/journals/index.php/ijbr,ijbr,"management, marketing, innovation, finance, commerce, business",HF5001-6182|HD28-70,Social Sciences: Commerce: Business | Social Sciences: Industries. Land use. Labor: Management. Industrial management
International Journal of Creative and Arts Studies,http://journal.isi.ac.id/index.php/IJCAS,ijcas,"cultural creation, cultural management, arts studies, ethnomusicology, arts education",N|NX1-820,Fine Arts: Arts in general
ISCC (Indonesian Journal of Cancer Chemoprevention),https://ijcc.chemoprev.org/index.php/ijcc,ijcc,"cancer detection, immunology, carcinogenesis, stem cell biology, pharmacology, cancer prevention",RC254-282,Medicine: Internal medicine: Neoplasms. Tumors. Oncology. Including cancer and carcinogens
International Journal of Computers Communications & Control,http://univagora.ro/jour/index.php/ijccc,ijccc,"communication, computing, control, computational intelligence",T59.5|QA75.5-76.95,Technology: Technology (General): Industrial engineering. Management engineering: Automation | Science: Mathematics: Instruments and machines: Electronic computers. Computer science
International Journal of Commerce and Finance,http://ijcf.ticaret.edu.tr/index.php/ijcf,ijcf,"commerce, finance",HF1-6182|HG1-9999,Social Sciences: Commerce | Social Sciences: Finance
International Journal of Curriculum and Instruction,http://ijci.wcci-international.org/index.php/IJCI,ijci,"international, curriculum research",LC8-6691,Education: Special aspects of education
International Journal of Clinical Legal Education,http://www.northumbriajournals.co.uk/index.php/ijcle,ijcle,"clinical legal education, professional legal skills, society and social justice, impact on community legal needs, teaching and learning in higher education, research methods for impact",K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence
Iraqi Journal of Chemical and Petroleum Engineering,http://ijcpe.uobaghdad.edu.iq/index.php/ijcpe,ijcpe,"chemical, petroleum, environment, petrochemical, biochemical, electrochemical",TP1-1185,Technology: Chemical technology
Indonesian Journal of Chemical Research,https://ojs3.unpatti.ac.id/index.php/ijcr,ijcr,"chemistry, computation, applied chemistry, chemical engineering",TP155-156|QD1-999,Technology: Chemical technology: Chemical engineering | Science: Chemistry
Gateways,http://epress.lib.uts.edu.au/journals/index.php/ijcre,ijcre,"community research, community cultural development, social capital, community engagement",HT51-65,Social Sciences: Communities. Classes. Races: Human settlements. Communities
International Journal of Cancer Therapy and Oncology,http://www.ijcto.org/index.php/IJCTO,ijcto,"oncology, medical physics, radiation therapy, dosimetry, cancer",R,Medicine
Journal of Contemporary Urban Affairs,https://www.ijcua.com/index.php/ijcua,ijcua,"emerging cities, conflict and divided territories, contemporary urbanization, urban sprawl, urban renewal, regeneration",HT170-178,Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology: Urban renewal. Urban redevelopment
"International Journal of Child, Youth & Family Studies",http://journals.uvic.ca/index.php/ijcyfs,ijcyfs,"children, adolescents, family studies, community",HQ1-2044|HM401-1281,Social Sciences: The family. Marriage. Woman | Social Sciences: Sociology (General)
International Journal of Designs for Learning,http://www.scholarworks.iu.edu/journals/index.php/ijdl,ijdl,"design case, design, development, learning",NC1-1940|L7-991,Fine Arts: Drawing. Design. Illustration | Education: Education (General)
International Journal of Education,http://ejournal.upi.edu/index.php/ije,ije01,education,L7-991,Education: Education (General)
International Journal of Environment,http://www.nepjol.info/index.php/IJE,ije02,"agriculture, environment",S1-972|GE1-350,Agriculture: Agriculture (General) | Geography. Anthropology. Recreation: Environmental sciences
Indian Journal of Experimental Biology,http://op.niscpr.res.in/index.php/IJEB,ijeb,"cell biology, molecular biology, biotechnology, endocrinology, reproductive biology, immunology",QH301-705.5,Science: Biology (General)
IJEBP (International Journal of Educational Best Practices),https://ejournal.unri.ac.id/index.php/IJEBP,ijebp,"educational management, language education, science education, art education, civic education, history education",L,Education
